'Frame (30fps)', 'hips', 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L'
136,-3231,-4.75,-5.25,4.75,4.75,84.96,-54.51,-7.81,-93.54,86.33,64.44,50.78,-33.35,-34.22,-18.92,-82.45,-61.35,-23.18,45.23,-22.05,-23.98,46.37,-22.4
137,-3264,-4.9,-5.28,4.9,4.9,84.66,-54.52,-8.05,-94,87.06,63.61,51.11,-33.55,-33.41,-20.39,-84.06,-62.95,-23.31,45.47,-22.16,-24.67,47.44,-22.76
138,-3296,-5.04,-5.31,5.04,5.04,84.34,-54.54,-8.29,-94.37,87.71,62.77,51.52,-33.74,-32.6,-21.98,-85.57,-64.5,-23.42,45.69,-22.27,-25.5,48.66,-23.16
139,-3330,-5.17,-5.34,5.17,5.17,84,-54.55,-8.52,-94.74,88.29,61.93,52,-33.93,-31.77,-23.68,-87.01,-65.99,-23.54,45.93,-22.38,-26.44,50.05,-23.61
140,-3363,-5.3,-5.37,5.3,5.3,83.66,-54.56,-8.75,-95.1,88.78,61.1,52.56,-34.11,-30.94,-25.48,-88.37,-67.41,-23.66,46.16,-22.5,-27.48,51.56,-24.08
141,-3391,-5.43,-5.4,5.43,5.43,83.31,-54.56,-8.96,-95.46,89.19,60.29,53.17,-34.28,-30.11,-27.37,-89.65,-68.77,-23.76,46.35,-22.59,-28.59,53.14,-24.55
142,-3411,-5.54,-5.42,5.54,5.54,82.97,-54.57,-9.17,-95.8,89.51,59.51,53.84,-34.45,-29.26,-29.34,-90.85,-70.06,-23.83,46.49,-22.66,-29.74,54.74,-25
143,-3418,-5.65,-5.45,5.65,5.65,82.65,-54.57,-9.37,-96.13,89.75,58.75,54.57,-34.61,-28.41,-31.38,-91.97,-71.29,-23.86,46.54,-22.68,-30.92,56.34,-25.42
144,-3416,-5.74,-5.47,5.74,5.74,82.35,-54.57,-9.55,-96.45,89.89,58.05,55.33,-34.77,-27.55,-33.48,-93.03,-72.46,-23.85,46.53,-22.68,-32.13,57.94,-25.81
145,-3409,-5.83,-5.5,5.83,5.83,82.08,-54.57,-9.73,-96.76,89.94,57.39,56.14,-34.91,-26.69,-35.63,-94,-73.56,-23.83,46.48,-22.65,-33.37,59.55,-26.18
146,-3398,-5.91,-5.52,5.91,5.91,81.86,-54.54,-9.89,-97.06,89.94,56.79,56.98,-35.05,-25.82,-37.81,-94.91,-74.6,-23.79,46.4,-22.61,-34.63,61.15,-26.52
147,-3383,-5.97,-5.55,5.97,5.97,81.69,-54.44,-10.03,-97.35,89.93,56.26,57.85,-35.18,-24.95,-40.02,-95.75,-75.57,-23.73,46.3,-22.56,-35.91,62.75,-26.85
148,-3365,-6.03,-5.57,6.03,6.03,81.57,-54.28,-10.15,-97.62,89.92,55.81,58.74,-35.31,-24.07,-42.24,-96.52,-76.48,-23.67,46.17,-22.5,-37.19,64.34,-27.14
149,-3344,-6.07,-5.59,6.07,6.07,81.52,-54.05,-10.25,-97.88,89.9,55.44,59.64,-35.42,-23.18,-44.48,-97.23,-77.33,-23.59,46.03,-22.43,-38.49,65.9,-27.41
150,-3321,-6.11,-5.62,6.11,6.11,81.55,-53.77,-10.34,-98.13,89.86,55.17,60.55,-35.53,-22.3,-46.7,-97.86,-78.1,-23.51,45.87,-22.35,-39.78,67.43,-27.65
151,-3297,-6.13,-5.64,6.13,6.13,81.63,-53.44,-10.41,-98.36,89.8,55,61.46,-35.63,-21.4,-48.91,-98.44,-78.81,-23.42,45.69,-22.27,-41.06,68.93,-27.87
152,-3271,-6.13,-5.66,6.13,6.13,81.74,-53.05,-10.48,-98.57,89.72,54.94,62.38,-35.72,-20.51,-51.09,-98.95,-79.46,-23.33,45.51,-22.18,-42.33,70.4,-28.06
153,-3233,-6.13,-5.68,6.13,6.13,81.86,-52.61,-10.53,-98.77,89.61,55.01,63.28,-35.8,-19.61,-53.24,-99.41,-80.04,-23.19,45.24,-22.05,-43.56,71.76,-28.21
154,-3176,-6.12,-5.7,6.12,6.12,82.01,-52.12,-10.58,-98.96,89.47,55.23,64.17,-35.88,-18.71,-55.34,-99.8,-80.55,-22.98,44.84,-21.85,-44.71,73,-28.29
155,-3107,-6.1,-5.72,6.1,6.1,82.18,-51.59,-10.62,-99.13,89.29,55.56,65.03,-35.94,-17.81,-57.38,-100.14,-80.99,-22.73,44.35,-21.62,-45.81,74.15,-28.34
156,-3027,-6.07,-5.74,6.07,6.07,82.36,-51.01,-10.66,-99.27,89.08,56.02,65.87,-36,-16.91,-59.35,-100.42,-81.37,-22.43,43.76,-21.33,-46.83,75.18,-28.35
157,-2935,-6.04,-5.76,6.04,6.04,82.56,-50.4,-10.7,-99.41,88.82,56.57,66.68,-36.04,-16,-61.24,-100.64,-81.68,-22.08,43.08,-21,-47.79,76.12,-28.33
158,-2845,-6,-5.77,6,6,82.78,-49.75,-10.74,-99.52,88.51,57.21,67.45,-36.08,-15.09,-63.04,-100.82,-81.92,-21.74,42.41,-20.67,-48.71,77.01,-28.3
159,-2768,-5.96,-5.79,5.96,5.96,83,-49.06,-10.78,-99.61,88.16,57.93,68.17,-36.1,-14.18,-64.74,-100.94,-82.09,-21.44,41.83,-20.39,-49.61,77.9,-28.29
160,-2694,-5.9,-5.81,5.9,5.9,83.24,-48.34,-10.83,-99.68,87.75,58.71,68.84,-36.12,-13.27,-66.33,-101.01,-82.19,-21.14,41.25,-20.11,-50.45,78.73,-28.29
161,-2603,-5.84,-5.82,5.84,5.84,83.49,-47.6,-10.89,-99.74,87.28,59.54,69.46,-36.12,-12.37,-67.8,-101.03,-82.23,-20.78,40.54,-19.77,-51.17,79.42,-28.25
162,-2480,-5.78,-5.84,5.78,5.78,83.75,-46.82,-10.95,-99.77,86.75,60.41,70.01,-36.12,-11.46,-69.13,-100.99,-82.23,-20.27,39.57,-19.29,-51.75,79.91,-28.16
163,-2341,-5.71,-5.86,5.71,5.71,84.01,-46.03,-11.02,-99.78,86.16,61.3,70.5,-36.12,-10.55,-70.32,-100.88,-82.23,-19.69,38.43,-18.74,-52.2,80.25,-28.06
164,-2217,-5.63,-5.87,5.63,5.63,84.28,-45.21,-11.11,-99.77,85.49,62.2,70.91,-36.11,-9.64,-71.36,-100.69,-82.23,-19.15,37.38,-18.23,-52.59,80.58,-27.98
165,-2126,-5.55,-5.89,5.55,5.55,84.55,-44.37,-11.21,-99.73,84.75,63.11,71.23,-36.11,-8.73,-72.23,-100.42,-82.22,-18.75,36.6,-17.85,-52.98,80.96,-27.98
166,-2049,-5.46,-5.9,5.46,5.46,84.83,-43.52,-11.33,-99.67,83.94,64,71.48,-36.1,-7.83,-72.92,-100.1,-82.22,-18.41,35.93,-17.52,-53.33,81.34,-28.01
167,-1961,-5.36,-5.91,5.36,5.36,85.1,-42.65,-11.46,-99.59,83.04,64.87,71.63,-36.08,-6.93,-73.43,-99.71,-82.21,-18,35.14,-17.14,-53.64,81.66,-28.02
168,-1847,-5.26,-5.93,5.26,5.26,85.37,-41.77,-11.62,-99.49,82.05,65.7,71.68,-36.06,-6.03,-73.75,-99.26,-82.2,-17.46,34.09,-16.63,-53.86,81.85,-27.98
169,-1721,-5.16,-5.94,5.16,5.16,85.65,-40.89,-11.79,-99.35,80.98,66.48,71.52,-36.03,-5.13,-73.86,-98.75,-82.19,-16.86,32.91,-16.05,-54.04,81.97,-27.93
170,-1609,-5.05,-5.95,5.05,5.05,85.91,-40,-12,-99.2,79.81,67.2,71.07,-36,-4.23,-73.65,-98.2,-82.17,-16.29,31.81,-15.51,-54.23,82.12,-27.9
171,-1521,-4.94,-5.96,4.94,4.94,86.17,-39.1,-12.23,-99.01,78.55,67.84,70.33,-35.97,-3.34,-73.06,-97.6,-82.15,-15.84,30.92,-15.08,-54.45,82.36,-27.9
172,-1446,-4.82,-5.97,4.82,4.82,86.43,-38.21,-12.48,-98.8,77.19,68.39,69.32,-35.92,-2.45,-72.12,-96.95,-82.12,-15.44,30.15,-14.7,-54.7,82.62,-27.93
173,-1375,-4.69,-5.98,4.69,4.69,86.67,-37.32,-12.77,-98.57,75.43,68.84,68.06,-35.87,-1.57,-70.85,-96.27,-82.09,-15.05,29.38,-14.33,-54.92,82.88,-27.95
174,-1300,-4.56,-6,4.56,4.56,86.91,-36.43,-13.09,-98.29,73.01,69.18,66.56,-35.81,-0.69,-69.28,-95.55,-82.05,-14.63,28.57,-13.94,-55.13,83.1,-27.97
175,-1225,-4.43,-6.01,4.43,4.43,87.13,-35.55,-13.44,-97.98,69.99,69.4,64.83,-35.75,0.18,-67.44,-94.79,-82.01,-14.2,27.72,-13.52,-55.31,83.29,-27.99
176,-1150,-4.29,-6.02,4.29,4.29,87.34,-34.68,-13.93,-97.62,66.42,69.47,62.9,-35.67,1.05,-65.36,-94.01,-81.96,-13.76,26.86,-13.1,-55.47,83.47,-28
177,-1077,-4.15,-6.02,4.15,4.15,87.53,-33.82,-14.64,-97.23,62.33,69.47,60.77,-35.58,1.92,-63.08,-93.2,-81.9,-13.31,25.99,-12.68,-55.62,83.63,-28.01
178,-1009,-4.01,-6.03,4.01,4.01,87.71,-32.98,-15.55,-96.79,57.79,69.46,58.46,-35.49,2.77,-60.62,-92.38,-81.84,-12.88,25.15,-12.27,-55.76,83.79,-28.03
179,-946,-3.86,-6.04,3.86,3.86,87.87,-32.16,-16.63,-96.31,52.84,69.45,55.99,-35.38,3.63,-58.01,-91.53,-81.76,-12.47,24.35,-11.88,-55.89,83.94,-28.05
180,-889,-3.71,-6.05,3.71,3.71,88.03,-31.36,-17.87,-95.78,47.53,69.43,53.37,-35.27,4.47,-55.28,-90.67,-81.68,-12.09,23.61,-11.52,-56.02,84.1,-28.08
181,-839,-3.55,-6.06,3.55,3.55,88.18,-30.58,-19.25,-95.22,41.91,69.39,50.61,-35.14,5.31,-52.46,-89.81,-81.59,-11.74,22.92,-11.18,-56.15,84.25,-28.11
182,-792,-3.4,-6.07,3.4,3.4,88.32,-29.83,-20.75,-94.61,36.03,69.33,47.74,-35,6.14,-49.59,-88.94,-81.49,-11.4,22.27,-10.87,-56.26,84.4,-28.14
183,-747,-3.23,-6.07,3.23,3.23,88.45,-29.1,-22.35,-93.96,29.94,69.24,44.76,-34.85,6.96,-46.68,-88.06,-81.38,-11.08,21.63,-10.55,-56.36,84.53,-28.17
184,-703,-3.07,-6.08,3.07,3.07,88.58,-28.41,-24.02,-93.26,23.68,69.13,41.69,-34.68,7.78,-43.77,-87.19,-81.26,-10.74,20.97,-10.23,-56.45,84.64,-28.19
185,-657,-2.9,-6.09,2.9,2.9,88.7,-27.75,-25.75,-92.53,17.3,68.99,38.54,-34.5,8.59,-40.9,-86.32,-81.13,-10.38,20.28,-9.89,-56.51,84.71,-28.2
186,-608,-2.73,-6.09,2.73,2.73,88.81,-27.12,-27.51,-91.75,10.86,68.81,35.34,-34.31,9.39,-38.08,-85.46,-80.98,-9.99,19.5,-9.52,-56.55,84.75,-28.21
187,-561,-2.56,-6.1,2.56,2.56,88.91,-26.54,-29.29,-90.93,4.41,68.59,32.09,-34.1,10.18,-35.35,-84.62,-80.83,-9.59,18.72,-9.14,-56.57,84.77,-28.2
188,-520,-2.39,-6.11,2.39,2.39,89.01,-26,-31.07,-90.07,-2.01,68.33,28.82,-33.88,10.96,-32.74,-83.79,-80.66,-9.23,18.03,-8.8,-56.59,84.79,-28.2
189,-490,-2.21,-6.11,2.21,2.21,89.11,-25.48,-32.82,-89.16,-8.36,68.03,25.53,-33.64,11.73,-30.28,-82.99,-80.48,-8.96,17.5,-8.54,-56.61,84.82,-28.21
190,-467,-2.03,-6.12,2.03,2.03,89.19,-24.96,-34.52,-88.21,-14.57,67.67,22.24,-33.39,12.49,-28,-82.2,-80.29,-8.75,17.08,-8.34,-56.64,84.86,-28.22
191,-446,-1.85,-6.12,1.85,1.85,89.27,-24.45,-36.16,-87.22,-20.6,67.25,18.96,-33.11,13.24,-25.92,-81.45,-80.08,-8.55,16.7,-8.15,-56.65,84.88,-28.23
192,-422,-1.67,-6.13,1.67,1.67,89.35,-23.95,-37.72,-86.19,-26.41,66.78,15.72,-32.83,13.97,-24.09,-80.73,-79.86,-8.31,16.24,-7.92,-56.64,84.85,-28.22
193,-400,-1.48,-6.13,1.48,1.48,89.42,-23.45,-39.16,-85.11,-31.93,66.24,12.52,-32.52,14.7,-22.52,-80.04,-79.62,-8.09,15.81,-7.71,-56.61,84.81,-28.2
194,-394,-1.3,-6.13,1.3,1.3,89.48,-22.96,-40.48,-83.99,-37.13,65.64,9.38,-32.19,15.42,-21.24,-79.4,-79.37,-8.04,15.7,-7.66,-56.6,84.8,-28.2
195,-410,-1.11,-6.14,1.11,1.11,89.54,-22.48,-41.66,-82.83,-41.96,64.96,6.32,-31.85,16.12,-20.3,-78.8,-79.1,-8.19,16,-7.81,-56.51,84.66,-28.15
196,-442,-0.92,-6.14,0.92,0.92,89.6,-22.01,-42.66,-81.62,-46.36,64.21,3.35,-31.49,16.82,-19.71,-78.24,-78.81,-8.51,16.62,-8.11,-56.22,84.22,-28
197,-490,-0.73,-6.15,0.73,0.73,89.65,-21.55,-43.48,-80.37,-50.28,63.39,0.48,-31.1,17.5,-19.51,-77.74,-78.51,-8.96,17.5,-8.54,-55.76,83.52,-27.76
198,-559,-0.54,-6.15,0.54,0.54,89.7,-21.1,-44.09,-79.08,-53.68,62.47,-2.26,-30.7,18.16,-19.64,-77.29,-78.19,-9.58,18.7,-9.13,-55.16,82.63,-27.47
199,-645,-0.35,-6.15,0.35,0.35,89.74,-20.66,-44.47,-77.72,-56.52,61.48,-4.87,-30.27,18.82,-20.05,-76.9,-77.86,-10.28,20.09,-9.8,-54.44,81.58,-27.14
200,-728,-0.16,-6.15,0.16,0.16,89.77,-20.23,-44.6,-76.29,-58.73,60.39,-7.33,-29.83,19.45,-20.7,-76.57,-77.5,-10.93,21.35,-10.42,-53.59,80.34,-26.75
201,-800,0.03,-6.16,-0.03,-0.03,89.81,-19.81,-44.57,-74.79,-60.55,59.04,-9.62,-29.36,20.08,-21.6,-76.31,-77.13,-11.46,22.38,-10.92,-52.6,78.91,-26.31
202,-869,0.22,-6.16,-0.22,-0.22,89.84,-19.41,-44.49,-73.23,-62.26,57.3,-11.73,-28.87,20.69,-22.71,-76.12,-76.74,-11.95,23.34,-11.39,-51.53,77.37,-25.84
203,-949,0.41,-6.16,-0.41,-0.41,89.87,-19.03,-44.37,-71.63,-63.85,55.2,-13.65,-28.36,21.29,-24.03,-76,-76.33,-12.49,24.39,-11.9,-50.43,75.84,-25.41
204,-1049,0.6,-6.16,-0.6,-0.6,89.89,-18.66,-44.2,-69.99,-65.33,52.77,-15.36,-27.82,21.87,-25.55,-75.96,-75.89,-13.14,25.65,-12.51,-49.37,74.4,-25.04
205,-1159,0.79,-6.17,-0.79,-0.79,89.91,-18.3,-43.98,-68.33,-66.71,50.05,-16.91,-27.2,22.43,-27.24,-75.98,-75.32,-13.81,26.97,-13.16,-48.34,73.09,-24.74
206,-1260,0.98,-6.17,-0.98,-0.98,89.93,-17.97,-43.73,-66.66,-67.98,47.07,-18.39,-26.47,22.98,-29.09,-76.04,-74.49,-14.4,28.12,-13.72,-47.34,71.86,-24.52
207,-1347,1.18,-6.17,-1.18,-1.18,89.94,-17.65,-43.44,-64.98,-69.16,43.87,-19.78,-25.62,23.51,-31.09,-76.13,-73.41,-14.9,29.09,-14.19,-46.37,70.76,-24.39
208,-1432,1.36,-6.17,-1.36,-1.36,89.96,-17.35,-43.11,-63.31,-70.24,40.49,-21.1,-24.67,24.02,-33.23,-76.25,-72.09,-15.36,30,-14.63,-45.38,69.7,-24.32
209,-1515,1.55,-6.17,-1.55,-1.55,89.97,-17.07,-42.76,-61.67,-71.24,36.95,-22.35,-23.63,24.52,-35.48,-76.41,-70.54,-15.8,30.85,-15.05,-44.26,68.52,-24.26
210,-1595,1.74,-6.17,-1.74,-1.74,89.98,-16.81,-42.38,-60.05,-72.14,33.3,-23.53,-22.5,25,-37.84,-76.61,-68.79,-16.22,31.66,-15.44,-43.02,67.2,-24.18
211,-1672,1.93,-6.17,-1.93,-1.93,89.98,-16.57,-41.97,-58.48,-72.97,29.58,-24.63,-21.3,25.46,-40.28,-76.83,-66.82,-16.61,32.43,-15.82,-41.69,65.77,-24.09
212,-1748,2.11,-6.17,-2.11,-2.11,89.99,-16.35,-41.54,-56.95,-73.71,25.81,-25.67,-20.04,25.9,-42.8,-77.08,-64.67,-16.99,33.16,-16.17,-40.26,64.23,-23.97
213,-1811,2.3,-6.18,-2.3,-2.3,89.99,-16.15,-41.09,-55.49,-74.38,22.02,-26.64,-18.72,26.33,-45.38,-77.37,-62.33,-17.3,33.76,-16.47,-38.74,62.54,-23.8
214,-1866,2.48,-6.18,-2.48,-2.48,90,-15.98,-40.63,-54.11,-74.98,18.08,-27.54,-17.36,26.74,-48,-77.68,-59.83,-17.56,34.27,-16.71,-37.15,60.72,-23.58
215,-1929,2.66,-6.18,-2.66,-2.66,90,-15.83,-40.15,-52.81,-75.52,13.83,-28.39,-15.97,27.13,-50.66,-78.02,-57.16,-17.85,34.85,-16.99,-35.54,58.88,-23.34
216,-2013,2.84,-6.18,-2.84,-2.84,90,-15.71,-39.66,-51.6,-75.99,9.31,-29.17,-14.54,27.51,-53.32,-78.38,-54.34,-18.24,35.6,-17.36,-33.98,57.1,-23.12
217,-2105,3.02,-6.18,-3.02,-3.02,90,-15.61,-39.16,-50.5,-76.4,4.58,-29.9,-13.1,27.87,-55.99,-78.77,-51.39,-18.66,36.42,-17.76,-32.45,55.35,-22.9
218,-2188,3.19,-6.18,-3.19,-3.19,90,-15.54,-38.66,-49.52,-76.76,-0.33,-30.57,-11.66,28.22,-58.64,-79.18,-48.31,-19.03,37.13,-18.11,-30.91,53.54,-22.63
219,-2256,3.36,-6.18,-3.36,-3.36,90,-15.5,-38.16,-48.67,-77.07,-5.35,-31.18,-10.22,28.55,-61.26,-79.61,-45.11,-19.33,37.72,-18.39,-29.37,51.67,-22.3
220,-2323,3.53,-6.18,-3.53,-3.53,89.99,-15.49,-37.66,-47.9,-77.32,-10.45,-31.74,-8.79,28.86,-63.84,-80.06,-41.8,-19.61,38.27,-18.66,-27.88,49.83,-21.95
221,-2386,3.7,-6.18,-3.7,-3.7,89.96,-15.51,-37.16,-47.17,-77.54,-15.58,-32.25,-7.38,29.16,-66.36,-80.54,-38.41,-19.88,38.8,-18.92,-26.48,48.07,-21.59
222,-2447,3.86,-6.18,-3.86,-3.86,89.91,-15.59,-36.67,-46.47,-77.72,-20.68,-32.72,-6.01,29.45,-68.81,-81.03,-34.93,-20.14,39.3,-19.16,-25.17,46.41,-21.24
223,-2506,4.03,-6.18,-4.03,-4.03,89.85,-15.7,-36.19,-45.8,-77.86,-25.72,-33.13,-4.68,29.72,-71.16,-81.54,-31.37,-20.38,39.77,-19.39,-24.01,44.92,-20.91
224,-2563,4.18,-6.18,-4.18,-4.18,89.77,-15.85,-35.72,-45.17,-77.97,-30.65,-33.51,-3.4,29.97,-73.42,-82.07,-27.76,-20.61,40.22,-19.61,-23.02,43.65,-20.63
225,-2611,4.34,-6.18,-4.34,-4.34,89.67,-16.02,-35.27,-44.58,-78.05,-35.42,-33.83,-2.18,30.22,-75.55,-82.61,-24.09,-20.81,40.61,-19.8,-22.21,42.6,-20.39
226,-2650,4.49,-6.18,-4.49,-4.49,89.57,-16.22,-34.84,-44.01,-78.11,-39.98,-34.12,-1.03,30.44,-77.55,-83.17,-20.39,-20.97,40.91,-19.95,-21.61,41.83,-20.22
227,-2690,4.64,-6.18,-4.64,-4.64,89.46,-16.44,-34.43,-43.48,-78.15,-44.29,-34.37,0.04,30.65,-79.41,-83.74,-16.66,-21.12,41.22,-20.1,-21.29,41.45,-20.17
228,-2731,4.78,-6.18,-4.78,-4.78,89.34,-16.66,-34.04,-42.97,-78.18,-48.29,-34.59,1.02,30.85,-81.1,-84.32,-12.91,-21.29,41.54,-20.25,-21.29,41.54,-20.25
229,-2772,4.93,-6.17,-4.93,-4.93,89.21,-16.88,-33.68,-42.5,-78.19,-51.95,-34.76,1.9,31.03,-82.61,-84.91,-9.15,-21.45,41.86,-20.41,-21.45,41.85,-20.4
230,-2814,5.06,-6.16,-5.06,-5.06,89.09,-17.11,-33.36,-42.05,-78.19,-55.21,-34.91,2.67,31.2,-83.93,-85.51,-5.4,-21.61,42.17,-20.56,-21.61,42.17,-20.56
231,-2855,5.19,-6.15,-5.19,-5.19,88.95,-17.32,-33.06,-41.64,-78.19,-58.03,-35.02,3.32,31.36,-85.05,-86.12,-1.66,-21.77,42.48,-20.71,-21.77,42.48,-20.71
232,-2897,5.32,-6.14,-5.32,-5.32,88.82,-17.52,-32.79,-41.25,-78.19,-60.36,-35.11,3.85,31.5,-85.94,-86.74,2.05,-21.94,42.8,-20.86,-21.93,42.8,-20.86
233,-2940,5.45,-6.12,-5.45,-5.45,88.7,-17.7,-32.53,-40.88,-78.16,-62.38,-35.17,4.23,31.63,-86.6,-87.37,5.73,-22.1,43.12,-21.02,-22.1,43.11,-21.02
234,-2986,5.57,-6.1,-5.57,-5.57,88.57,-17.84,-32.29,-40.55,-78.12,-64.28,-35.2,4.47,31.75,-87,-88,9.35,-22.27,43.46,-21.18,-22.27,43.46,-21.18
235,-3034,5.68,-6.08,-5.68,-5.68,88.43,-17.96,-32.06,-40.24,-78.07,-66.08,-35.21,4.55,31.85,-87.14,-88.63,12.92,-22.46,43.81,-21.36,-22.45,43.81,-21.36
236,-3077,5.79,-6.05,-5.79,-5.79,88.28,-18.03,-31.83,-39.96,-78,-67.78,-35.18,4.49,31.94,-87.11,-89.27,16.42,-22.62,44.13,-21.51,-22.62,44.12,-21.51
237,-3111,5.9,-6.02,-5.9,-5.9,88.14,-18.06,-31.63,-39.69,-77.93,-69.37,-35.06,4.3,32.02,-87.01,-89.9,19.84,-22.74,44.37,-21.63,-22.74,44.36,-21.63
238,-3139,5.99,-5.99,-5.99,-5.99,87.98,-18.04,-31.43,-39.46,-77.84,-70.87,-34.88,4,32.09,-86.85,-90.54,23.16,-22.85,44.57,-21.73,-22.84,44.57,-21.72
239,-3167,6.09,-5.95,-6.09,-6.09,87.83,-18.01,-31.24,-39.24,-77.74,-72.28,-34.62,3.58,32.14,-86.63,-91.18,26.38,-22.95,44.77,-21.82,-22.95,44.77,-21.82
240,-3201,6.18,-5.92,-6.18,-6.18,87.67,-17.95,-31.07,-39.05,-77.63,-73.6,-34.29,3.06,32.18,-86.36,-91.82,29.49,-23.07,45.01,-21.94,-23.07,45.01,-21.94
241,-3234,6.26,-5.88,-6.26,-6.26,87.51,-17.87,-30.9,-38.88,-77.51,-74.82,-33.89,2.45,32.21,-86.02,-92.45,32.47,-23.2,45.25,-22.06,-23.2,45.25,-22.06
242,-3256,6.34,-5.83,-6.34,-6.34,87.35,-17.78,-30.75,-38.73,-77.39,-75.96,-33.43,1.76,32.23,-85.63,-93.08,35.32,-23.28,45.41,-22.13,-23.28,45.41,-22.13
243,-3268,6.41,-5.79,-6.41,-6.41,87.18,-17.67,-30.61,-38.6,-77.26,-77.02,-32.9,0.98,32.23,-85.19,-93.7,38.02,-23.32,45.49,-22.17,-23.32,45.49,-22.17
244,-3276,6.47,-5.74,-6.47,-6.47,87.02,-17.54,-30.47,-38.5,-77.13,-78,-32.3,0.13,32.16,-84.69,-94.32,40.56,-23.35,45.55,-22.2,-23.35,45.55,-22.2
245,-3282,6.53,-5.69,-6.53,-6.53,86.86,-17.4,-30.35,-38.4,-76.99,-78.91,-31.64,-0.78,31.96,-84.14,-94.93,42.94,-23.37,45.59,-22.22,-23.37,45.59,-22.22
246,-3284,6.59,-5.64,-6.59,-6.59,86.7,-17.25,-30.24,-38.33,-76.85,-79.74,-30.92,-1.75,31.63,-83.55,-95.53,45.13,-23.38,45.61,-22.23,-23.38,45.6,-22.23
247,-3283,6.63,-5.58,-6.63,-6.63,86.54,-17.09,-30.13,-38.28,-76.71,-80.5,-30.13,-2.77,31.17,-82.9,-96.13,47.14,-23.37,45.6,-22.22,-23.37,45.59,-22.22
248,-3277,6.67,-5.53,-6.67,-6.67,86.38,-16.92,-30.04,-38.24,-76.56,-81.2,-29.29,-3.84,30.59,-82.21,-96.71,48.94,-23.35,45.56,-22.21,-23.35,45.56,-22.2
249,-3261,6.7,-5.47,-6.7,-6.7,86.23,-16.75,-29.95,-38.22,-76.42,-81.83,-28.38,-4.93,29.89,-81.47,-97.28,50.53,-23.3,45.45,-22.15,-23.29,45.44,-22.15
250,-3231,6.73,-5.41,-6.73,-6.73,86.08,-16.58,-29.87,-38.21,-76.28,-82.4,-27.42,-6.06,29.08,-80.69,-97.83,51.9,-23.18,45.23,-22.04,-23.18,45.23,-22.04
251,-3189,6.75,-5.35,-6.75,-6.75,85.94,-16.4,-29.8,-38.24,-76.14,-82.91,-26.41,-7.2,28.17,-79.87,-98.38,53.03,-23.03,44.93,-21.9,-23.03,44.93,-21.9
252,-3134,6.76,-5.28,-6.76,-6.76,85.81,-16.22,-29.74,-38.34,-76,-83.36,-25.34,-8.36,27.16,-79,-98.9,53.92,-22.83,44.53,-21.71,-22.83,44.53,-21.71
253,-3067,6.76,-5.21,-6.76,-6.76,85.68,-16.05,-29.68,-38.5,-75.87,-83.76,-24.22,-9.52,26.04,-78.1,-99.41,54.55,-22.58,44.05,-21.47,-22.58,44.05,-21.47
254,-2999,6.76,-5.15,-6.76,-6.76,85.55,-15.88,-29.63,-38.72,-75.74,-84.12,-22.98,-10.69,24.84,-77.16,-99.91,55.02,-22.32,43.56,-21.23,-22.32,43.55,-21.23
255,-2937,6.76,-5.08,-6.76,-6.76,85.43,-15.71,-29.59,-38.99,-75.61,-84.42,-21.6,-11.84,23.54,-76.19,-100.38,55.44,-22.09,43.09,-21.01,-22.09,43.09,-21.01
256,-2873,6.76,-5,-6.76,-6.76,85.31,-15.55,-29.54,-39.3,-75.5,-84.69,-20.09,-12.97,22.17,-75.18,-100.83,55.81,-21.84,42.62,-20.78,-21.84,42.61,-20.77
257,-2795,6.76,-4.93,-6.76,-6.76,85.19,-15.4,-29.5,-39.65,-75.39,-84.91,-18.46,-14.08,20.72,-74.14,-101.27,56.13,-21.54,42.03,-20.49,-21.54,42.03,-20.49
258,-2693,6.76,-4.85,-6.76,-6.76,85.09,-15.26,-29.45,-40.04,-75.29,-85.1,-16.73,-15.16,19.19,-73.06,-101.68,56.42,-21.14,41.25,-20.11,-21.14,41.25,-20.11
259,-2578,6.76,-4.78,-6.76,-6.76,84.99,-15.14,-29.41,-40.45,-75.2,-85.25,-14.92,-16.2,17.59,-71.96,-102.07,56.66,-20.67,40.35,-19.67,-20.67,40.34,-19.67
260,-2468,6.76,-4.7,-6.76,-6.76,84.9,-15.02,-29.36,-40.89,-75.12,-85.37,-13.06,-17.19,15.93,-70.83,-102.43,56.86,-20.22,39.47,-19.24,-20.22,39.46,-19.24
261,-2378,6.76,-4.62,-6.76,-6.76,84.82,-14.93,-29.32,-41.35,-75.06,-85.46,-11.15,-18.12,14.21,-69.67,-102.77,57.03,-19.85,38.73,-18.88,-19.84,38.73,-18.88
262,-2293,6.76,-4.54,-6.76,-6.76,84.76,-14.85,-29.27,-41.82,-75.01,-85.53,-9.22,-19,12.44,-68.49,-103.08,57.17,-19.48,38.02,-18.54,-19.48,38.02,-18.54
