'Frame (30fps)', 'hips' (mm), 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L', 'toes_r', 'toes_l', 'fingers_r_Ctrl', 'fingers_l_Ctrl'
119,-26,-1.86,-3.96,1.86,1.86,89.24,-53.86,-3.37,-67.94,83.78,75.22,57.99,-29.28,-46.3,-16.64,-39.17,-19.1,-20.81,40.61,-19.8,-18.83,40.44,-21.61,-20.67,-17.99,100,0
120,-27,-2.02,-4.09,2.02,2.02,89.06,-53.93,-3.61,-70.08,85.17,74.76,57.08,-29.54,-45.69,-15.9,-42.7,-22.75,-21.01,40.99,-19.98,-19.02,40.82,-21.8,-19.84,-18.01,100,0
121,-27,-2.19,-4.21,2.19,2.19,88.87,-53.98,-3.86,-72.17,86.4,74.25,56.21,-29.81,-45.07,-15.24,-46.12,-26.27,-21.2,41.36,-20.16,-19.21,41.19,-21.98,-19.02,-18.05,100,0
122,-28,-2.36,-4.32,2.36,2.36,88.66,-54.04,-4.12,-74.21,87.45,73.69,55.38,-30.07,-44.43,-14.64,-49.43,-29.66,-21.38,41.72,-20.34,-19.39,41.55,-22.16,-18.2,-18.13,100,0
123,-28,-2.54,-4.43,2.54,2.54,88.45,-54.09,-4.37,-76.19,88.33,73.1,54.59,-30.33,-43.78,-14.12,-52.62,-32.9,-21.54,42.04,-20.49,-19.55,41.87,-22.31,-17.38,-18.24,100,0
124,-28,-2.71,-4.53,2.71,2.71,88.22,-54.14,-4.64,-78.1,89.02,72.49,53.85,-30.59,-43.11,-13.68,-55.69,-35.97,-21.68,42.3,-20.62,-19.69,42.13,-22.44,-16.58,-18.4,100,0
125,-29,-2.89,-4.63,2.89,2.89,87.98,-54.19,-4.9,-79.95,89.53,71.85,53.17,-30.84,-42.43,-13.33,-58.61,-38.86,-21.8,42.53,-20.73,-19.81,42.37,-22.56,-15.78,-18.6,100,0
126,-29,-3.07,-4.72,3.07,3.07,87.73,-54.23,-5.17,-81.71,89.83,71.21,52.55,-31.09,-41.74,-13.08,-61.39,-41.54,-21.9,42.73,-20.83,-19.91,42.57,-22.66,-14.99,-18.85,100,0
127,-29,-3.24,-4.81,3.24,3.24,87.47,-54.27,-5.44,-83.39,89.94,70.57,51.99,-31.33,-41.04,-12.92,-64.01,-44.02,-21.99,42.9,-20.91,-20,42.74,-22.74,-14.22,-19.16,100,0
128,-29,-3.42,-4.88,3.42,3.42,87.2,-54.3,-5.71,-84.97,89.94,69.94,51.51,-31.58,-40.32,-12.86,-66.46,-46.27,-22.09,43.11,-21.01,-20.1,42.94,-22.84,-13.47,-19.52,100,0
129,-30,-3.59,-4.96,3.59,3.59,86.93,-54.34,-5.98,-86.46,89.93,69.33,51.1,-31.81,-39.6,-12.97,-68.78,-48.36,-22.23,43.37,-21.14,-20.24,43.21,-22.98,-12.73,-19.95,100,0
130,-30,-3.77,-5.02,3.77,3.77,86.65,-54.37,-6.25,-87.84,89.92,68.75,50.77,-32.05,-38.86,-13.29,-71.01,-50.4,-22.38,43.67,-21.29,-20.38,43.51,-23.12,-12,-20.45,100,0
131,-31,-3.94,-5.07,3.94,3.94,86.37,-54.4,-6.51,-89.1,89.9,68.17,50.53,-32.28,-38.11,-13.8,-73.14,-52.38,-22.53,43.95,-21.42,-20.53,43.79,-23.26,-11.3,-21.02,100,0
132,-31,-4.11,-5.12,4.11,4.11,86.09,-54.43,-6.78,-90.25,89.86,67.57,50.39,-32.5,-37.35,-14.49,-75.18,-54.29,-22.66,44.2,-21.55,-20.66,44.04,-23.39,-10.63,-21.66,100,0
133,-31,-4.27,-5.16,4.27,4.27,85.81,-54.45,-7.04,-91.28,89.8,66.95,50.34,-32.72,-36.58,-15.36,-77.13,-56.15,-22.78,44.44,-21.66,-20.78,44.28,-23.5,-9.97,-22.38,100,0
134,-32,-4.44,-5.19,4.44,4.44,85.52,-54.47,-7.3,-92.17,89.72,66.3,50.39,-32.94,-35.8,-16.4,-78.99,-57.94,-22.91,44.69,-21.78,-21.01,44.67,-23.67,-9.32,-23.17,100,0
135,-32,-4.59,-5.22,4.59,4.59,85.24,-54.49,-7.56,-92.93,89.61,65.65,50.54,-33.15,-35.01,-17.59,-80.77,-59.67,-23.04,44.96,-21.91,-21.44,45.35,-23.91,-8.64,-24,100,0
136,-32,-4.75,-5.25,4.75,4.75,84.96,-54.51,-7.81,-93.54,89.47,64.98,50.78,-33.35,-34.22,-18.92,-82.45,-61.35,-23.18,45.23,-22.05,-22.05,46.26,-24.22,-7.94,-24.87,100,0
137,-33,-4.9,-5.28,4.9,4.9,84.66,-54.52,-8.05,-94,89.29,64.3,51.11,-33.55,-33.41,-20.39,-84.06,-62.95,-23.31,45.47,-22.16,-22.8,47.36,-24.56,-7.24,-25.78,100,0
138,-33,-5.04,-5.31,5.04,5.04,84.34,-54.54,-8.29,-94.37,89.08,63.61,51.52,-33.74,-32.6,-21.98,-85.57,-64.5,-23.42,45.69,-22.27,-23.69,48.62,-24.93,-6.52,-26.73,100,0
139,-33,-5.17,-5.34,5.17,5.17,84,-54.55,-8.52,-94.74,88.82,62.92,52,-33.93,-31.77,-23.68,-87.01,-65.99,-23.54,45.93,-22.38,-24.7,50.04,-25.34,-5.82,-27.71,100,0
140,-34,-5.3,-5.37,5.3,5.3,83.66,-54.56,-8.75,-95.1,88.51,62.23,52.56,-34.11,-30.94,-25.48,-88.37,-67.41,-23.66,46.16,-22.5,-25.83,51.58,-25.76,-5.12,-28.72,100,0
141,-34,-5.43,-5.4,5.43,5.43,83.31,-54.56,-8.96,-95.46,88.16,61.54,53.17,-34.28,-30.11,-27.37,-89.65,-68.77,-23.76,46.35,-22.59,-27.03,53.2,-26.17,-4.44,-29.76,100,0
142,-34,-5.54,-5.42,5.54,5.54,82.97,-54.57,-9.17,-95.8,87.75,60.86,53.84,-34.45,-29.26,-29.34,-90.85,-70.06,-23.83,46.49,-22.66,-28.28,54.84,-26.55,-3.78,-30.82,100,0
143,-34,-5.65,-5.45,5.65,5.65,82.65,-54.57,-9.37,-96.13,87.28,60.18,54.57,-34.61,-28.41,-31.38,-91.97,-71.29,-23.86,46.54,-22.68,-29.57,56.47,-26.9,-3.16,-31.91,100,0
144,-34,-5.74,-5.47,5.74,5.74,82.35,-54.57,-9.55,-96.45,86.75,59.52,55.33,-34.77,-27.55,-33.48,-93.03,-72.46,-23.85,46.53,-22.68,-30.88,58.09,-27.2,-2.57,-33.02,100,0
145,-34,-5.83,-5.5,5.83,5.83,82.08,-54.57,-9.73,-96.76,86.16,58.87,56.14,-34.91,-26.69,-35.63,-94,-73.56,-23.83,46.48,-22.65,-32.23,59.71,-27.48,-2.02,-34.15,100,0
146,-34,-5.91,-5.52,5.91,5.91,81.86,-54.54,-9.89,-97.06,85.49,58.23,56.98,-35.05,-25.82,-37.81,-94.91,-74.6,-23.79,46.4,-22.61,-33.61,61.33,-27.72,-1.52,-35.29,100,0
147,-34,-5.97,-5.55,5.97,5.97,81.69,-54.44,-10.03,-97.35,84.75,57.62,57.85,-35.18,-24.95,-40.02,-95.75,-75.57,-23.73,46.3,-22.56,-35,62.94,-27.94,-1.09,-36.45,100,0
148,-34,-6.03,-5.57,6.03,6.03,81.57,-54.28,-10.15,-97.62,83.94,57.03,58.74,-35.31,-24.07,-42.24,-96.52,-76.48,-23.67,46.17,-22.5,-36.4,64.52,-28.11,-0.71,-37.62,100,0
149,-33,-6.07,-5.59,6.07,6.07,81.52,-54.05,-10.25,-97.88,83.04,56.46,59.64,-35.42,-23.18,-44.48,-97.23,-77.33,-23.59,46.03,-22.43,-37.81,66.07,-28.26,-0.41,-38.8,100,0
150,-33,-6.11,-5.62,6.11,6.11,81.55,-53.77,-10.34,-98.13,82.05,55.92,60.55,-35.53,-22.3,-46.7,-97.86,-78.1,-23.51,45.87,-22.35,-39.22,67.59,-28.38,-0.19,-39.99,100,0
151,-33,-6.13,-5.64,6.13,6.13,81.63,-53.44,-10.41,-98.36,80.98,55.41,61.46,-35.63,-21.4,-48.91,-98.44,-78.81,-23.42,45.69,-22.27,-40.61,69.08,-28.46,-0.05,-41.18,100,0
152,-33,-6.13,-5.66,6.13,6.13,81.74,-53.05,-10.48,-98.57,79.81,54.94,62.38,-35.72,-20.51,-51.09,-98.95,-79.46,-23.33,45.51,-22.18,-42,70.52,-28.52,0,-42.37,100,0
153,-32,-6.13,-5.68,6.13,6.13,81.86,-52.61,-10.53,-98.77,78.55,54.51,63.28,-35.8,-19.61,-53.24,-99.41,-80.04,-23.19,45.24,-22.05,-43.32,71.85,-28.53,0,-43.57,100,0
154,-32,-6.12,-5.7,6.12,6.12,82.01,-52.12,-10.58,-98.96,77.19,54.12,64.17,-35.88,-18.71,-55.34,-99.8,-80.55,-22.98,44.84,-21.85,-44.58,73.06,-28.48,-0.01,-44.75,100,0
155,-31,-6.1,-5.72,6.1,6.1,82.18,-51.59,-10.62,-99.13,75.73,53.76,65.03,-35.94,-17.81,-57.38,-100.14,-80.99,-22.73,44.35,-21.62,-45.77,74.16,-28.39,-0.02,-45.94,100,0
156,-30,-6.07,-5.74,6.07,6.07,82.36,-51.01,-10.66,-99.27,74.19,53.44,65.87,-36,-16.91,-59.35,-100.42,-81.37,-22.43,43.76,-21.33,-46.89,75.16,-28.27,-0.03,-47.11,100,0
157,-29,-6.04,-5.76,6.04,6.04,82.56,-50.4,-10.7,-99.41,72.57,53.16,66.68,-36.04,-16,-61.24,-100.64,-81.68,-22.08,43.08,-21,-47.93,76.06,-28.13,-0.04,-48.28,100,0
158,-28,-6,-5.77,6,6,82.78,-49.75,-10.74,-99.52,70.88,52.91,67.45,-36.08,-15.09,-63.04,-100.82,-81.92,-21.74,42.41,-20.67,-48.92,76.91,-27.98,-0.06,-49.43,100,0
159,-28,-5.96,-5.79,5.96,5.96,83,-49.06,-10.78,-99.61,69.11,52.68,68.17,-36.1,-14.18,-64.74,-100.94,-82.09,-21.44,41.83,-20.39,-49.88,77.75,-27.87,-0.09,-50.57,100,0
160,-27,-5.9,-5.81,5.9,5.9,83.24,-48.34,-10.83,-99.68,67.27,52.47,68.84,-36.12,-13.27,-66.33,-101.01,-82.19,-21.14,41.25,-20.11,-50.78,78.54,-27.76,-0.11,-51.69,100,0
161,-26,-5.84,-5.82,5.84,5.84,83.49,-47.6,-10.89,-99.74,65.37,52.29,69.46,-36.12,-12.37,-67.8,-101.03,-82.23,-20.78,40.54,-19.77,-51.56,79.2,-27.64,-0.14,-52.79,100,0
162,-25,-5.78,-5.84,5.78,5.78,83.75,-46.82,-10.95,-99.77,63.4,52.12,70.01,-36.12,-11.46,-69.13,-100.99,-82.23,-20.27,39.57,-19.29,-52.17,79.65,-27.48,-0.18,-53.86,100,0
163,-23,-5.71,-5.86,5.71,5.71,84.01,-46.03,-11.02,-99.78,61.37,51.98,70.5,-36.12,-10.55,-70.32,-100.88,-82.23,-19.69,38.43,-18.74,-52.65,79.97,-27.33,-0.21,-54.91,100,0
164,-22,-5.63,-5.87,5.63,5.63,84.28,-45.21,-11.11,-99.77,59.28,51.84,70.91,-36.11,-9.64,-71.36,-100.69,-82.23,-19.15,37.38,-18.23,-53.06,80.28,-27.22,-0.25,-55.94,100,0
165,-21,-5.55,-5.89,5.55,5.55,84.55,-44.37,-11.21,-99.73,57.13,51.71,71.23,-36.11,-8.73,-72.23,-100.42,-82.22,-18.75,36.6,-17.85,-53.45,80.65,-27.21,-0.3,-56.93,100,0
166,-20,-5.46,-5.9,5.46,5.46,84.83,-43.52,-11.33,-99.67,54.92,51.59,71.48,-36.1,-7.83,-72.92,-100.1,-82.22,-18.41,35.93,-17.52,-53.8,81.03,-27.23,-0.34,-57.89,100,0
167,-20,-5.36,-5.91,5.36,5.36,85.1,-42.65,-11.46,-99.59,52.67,51.47,71.63,-36.08,-6.93,-73.43,-99.71,-82.21,-18,35.14,-17.14,-54.11,81.35,-27.24,-0.39,-58.82,100,0
168,-18,-5.26,-5.93,5.26,5.26,85.37,-41.77,-11.62,-99.49,50.37,51.35,71.68,-36.06,-6.03,-73.75,-99.26,-82.2,-17.46,34.09,-16.63,-54.33,81.53,-27.2,-0.44,-59.71,100,0
169,-17,-5.16,-5.94,5.16,5.16,85.65,-40.89,-11.79,-99.35,48.01,51.23,71.56,-36.03,-5.13,-73.86,-98.75,-82.19,-16.86,32.91,-16.05,-54.51,81.65,-27.15,-0.5,-60.56,100,0
170,-16,-5.05,-5.95,5.05,5.05,85.91,-40,-12,-99.2,45.62,51.11,71.21,-36,-4.23,-73.65,-98.2,-82.17,-16.29,31.81,-15.51,-54.69,81.81,-27.11,-0.56,-61.37,100,0
171,-15,-4.94,-5.96,4.94,4.94,86.17,-39.1,-12.23,-99.01,43.18,50.97,70.65,-35.97,-3.34,-73.06,-97.6,-82.15,-15.84,30.92,-15.08,-54.92,82.04,-27.12,-0.62,-62.13,100,0
172,-14,-4.82,-5.97,4.82,4.82,86.43,-38.21,-12.48,-98.8,40.71,50.83,69.88,-35.92,-2.45,-72.12,-96.95,-82.12,-15.44,30.15,-14.7,-55.16,82.3,-27.14,-0.68,-62.85,100,0
173,-14,-4.69,-5.98,4.69,4.69,86.67,-37.32,-12.77,-98.57,38.2,50.67,68.91,-35.87,-1.57,-70.85,-96.27,-82.09,-15.05,29.38,-14.33,-55.39,82.55,-27.16,-0.75,-63.51,100,0
174,-13,-4.56,-6,4.56,4.56,86.91,-36.43,-13.09,-98.29,35.65,50.5,67.77,-35.81,-0.69,-69.28,-95.55,-82.05,-14.63,28.57,-13.94,-55.59,82.77,-27.18,-0.82,-64.13,100,0
175,-12,-4.43,-6.01,4.43,4.43,87.13,-35.55,-13.44,-97.98,33.08,50.3,66.45,-35.75,0.18,-67.44,-94.79,-82.01,-14.2,27.72,-13.52,-55.77,82.97,-27.19,-0.89,-64.69,100,0
176,-11,-4.29,-6.02,4.29,4.29,87.34,-34.68,-13.93,-97.62,30.48,50.09,64.97,-35.67,1.05,-65.36,-94.01,-81.96,-13.76,26.86,-13.1,-55.94,83.14,-27.21,-0.97,-65.19,100,0
177,-11,-4.15,-6.02,4.15,4.15,87.53,-33.82,-14.64,-97.23,27.85,49.84,63.34,-35.58,1.92,-63.08,-93.2,-81.9,-13.31,25.99,-12.68,-56.09,83.3,-27.22,-1.05,-65.64,100,0
178,-10,-4.01,-6.03,4.01,4.01,87.71,-32.98,-15.55,-96.79,25.2,49.57,61.57,-35.49,2.77,-60.62,-92.38,-81.84,-12.88,25.15,-12.27,-56.22,83.46,-27.23,-1.13,-66.02,100,0
179,-9,-3.86,-6.04,3.86,3.86,87.87,-32.16,-16.63,-96.31,22.53,49.27,59.67,-35.38,3.63,-58.01,-91.53,-81.76,-12.47,24.35,-11.88,-56.36,83.61,-27.25,-1.22,-66.34,100,0
180,-9,-3.71,-6.05,3.71,3.71,88.03,-31.36,-17.87,-95.78,19.84,48.93,57.66,-35.27,4.47,-55.28,-90.67,-81.68,-12.09,23.61,-11.52,-56.49,83.77,-27.28,-1.3,-66.59,100,0
181,-8,-3.55,-6.06,3.55,3.55,88.18,-30.58,-19.25,-95.22,17.14,48.56,55.55,-35.14,5.31,-52.46,-89.81,-81.59,-11.74,22.92,-11.18,-56.61,83.92,-27.31,-1.39,-66.77,100,0
182,-8,-3.4,-6.07,3.4,3.4,88.32,-29.83,-20.75,-94.61,14.42,48.14,53.34,-35,6.14,-49.59,-88.94,-81.49,-11.4,22.27,-10.87,-56.73,84.07,-27.34,-1.49,-66.88,100,0
183,-7,-3.23,-6.07,3.23,3.23,88.45,-29.1,-22.35,-93.96,11.7,47.68,51.05,-34.85,6.96,-46.68,-88.06,-81.38,-11.08,21.63,-10.55,-56.83,84.2,-27.36,-1.58,-66.92,100,0
184,-7,-3.07,-6.08,3.07,3.07,88.58,-28.41,-24.02,-93.26,8.97,47.18,48.7,-34.68,7.78,-43.77,-87.19,-81.26,-10.74,20.97,-10.23,-56.92,84.3,-27.39,-1.68,-66.91,100,0
185,-7,-2.9,-6.09,2.9,2.9,88.7,-27.75,-25.75,-92.53,6.23,46.63,46.28,-34.5,8.59,-40.9,-86.32,-81.13,-10.38,20.28,-9.89,-56.98,84.38,-27.4,-1.78,-66.9,100,0
186,-6,-2.73,-6.09,2.73,2.73,88.81,-27.12,-27.51,-91.75,3.5,46.02,43.81,-34.31,9.39,-38.08,-85.46,-80.98,-9.99,19.5,-9.52,-57.02,84.42,-27.4,-1.88,-66.86,100,0
187,-6,-2.56,-6.1,2.56,2.56,88.91,-26.54,-29.29,-90.93,0.76,45.36,41.31,-34.1,10.18,-35.35,-84.62,-80.83,-9.59,18.72,-9.14,-57.04,84.44,-27.4,-1.99,-66.82,100,0
188,-5,-2.39,-6.11,2.39,2.39,89.01,-26,-31.07,-90.07,-1.97,44.65,38.79,-33.88,10.96,-32.74,-83.79,-80.66,-9.23,18.03,-8.8,-57.06,84.46,-27.4,-2.09,-66.76,100,0
189,-5,-2.21,-6.11,2.21,2.21,89.11,-25.48,-32.82,-89.16,-4.69,43.87,36.25,-33.64,11.73,-30.28,-82.99,-80.48,-8.96,17.5,-8.54,-57.08,84.49,-27.41,-2.21,-66.69,100,0
190,-5,-2.03,-6.12,2.03,2.03,89.19,-24.96,-34.52,-88.21,-7.41,43.03,33.7,-33.39,12.49,-28,-82.2,-80.29,-8.75,17.08,-8.34,-57.11,84.53,-27.42,-2.32,-66.61,100,0
191,-4,-1.85,-6.12,1.85,1.85,89.27,-24.45,-36.16,-87.22,-10.11,42.12,31.17,-33.11,13.24,-25.92,-81.45,-80.08,-8.55,16.7,-8.15,-57.12,84.54,-27.42,-2.44,-66.52,100,0
192,-4,-1.67,-6.13,1.67,1.67,89.35,-23.95,-37.72,-86.19,-12.8,41.14,28.66,-32.83,13.97,-24.09,-80.73,-79.86,-8.31,16.24,-7.92,-57.11,84.52,-27.41,-2.57,-66.41,100,0
193,-4,-1.48,-6.13,1.48,1.48,89.42,-23.45,-39.16,-85.11,-15.48,40.1,26.18,-32.52,14.7,-22.52,-80.04,-79.62,-8.09,15.81,-7.71,-57.08,84.47,-27.4,-2.69,-66.3,100,0
194,-4,-1.3,-6.13,1.3,1.3,89.48,-22.96,-40.48,-83.99,-18.13,38.96,23.74,-32.19,15.42,-21.24,-79.4,-79.37,-8.04,15.7,-7.66,-57.07,84.47,-27.39,-2.82,-66.17,100,0
195,-4,-1.11,-6.14,1.11,1.11,89.54,-22.48,-41.66,-82.83,-20.76,37.72,21.36,-31.85,16.12,-20.3,-78.8,-79.1,-8.19,16,-7.81,-56.98,84.33,-27.34,-2.96,-66.03,100,0
196,-4,-0.92,-6.14,0.92,0.92,89.6,-22.01,-42.66,-81.62,-23.36,36.38,19.04,-31.49,16.82,-19.71,-78.24,-78.81,-8.51,16.62,-8.11,-56.7,83.88,-27.18,-3.1,-65.88,100,0
197,-5,-0.73,-6.15,0.73,0.73,89.65,-21.55,-43.48,-80.37,-25.94,34.94,16.8,-31.1,17.5,-19.51,-77.74,-78.51,-8.96,17.5,-8.54,-56.24,83.17,-26.94,-3.24,-65.72,100,0
198,-6,-0.54,-6.15,0.54,0.54,89.7,-21.1,-44.09,-79.08,-28.49,33.42,14.65,-30.7,18.16,-19.64,-77.29,-78.19,-9.58,18.7,-9.13,-55.65,82.28,-26.63,-3.38,-65.55,100,0
199,-6,-0.35,-6.15,0.35,0.35,89.74,-20.66,-44.47,-77.72,-31,31.81,12.59,-30.27,18.82,-20.05,-76.9,-77.86,-10.28,20.09,-9.8,-54.94,81.22,-26.29,-3.52,-65.37,100,0
200,-7,-0.16,-6.15,0.16,0.16,89.77,-20.23,-44.6,-76.29,-33.48,30.12,10.65,-29.83,19.45,-20.7,-76.57,-77.5,-10.93,21.35,-10.42,-54.09,79.97,-25.88,-3.67,-65.18,100,0
201,-8,0.03,-6.16,-0.03,-0.03,89.81,-19.81,-44.57,-74.79,-35.92,28.34,8.83,-29.36,20.08,-21.6,-76.31,-77.13,-11.46,22.38,-10.92,-53.1,78.54,-25.44,-3.82,-64.98,100,0
202,-9,0.22,-6.16,-0.22,-0.22,89.84,-19.41,-44.49,-73.23,-38.32,26.5,7.15,-28.87,20.69,-22.71,-76.12,-76.74,-11.95,23.34,-11.39,-52.03,77,-24.97,-3.97,-64.76,100,0
203,-9,0.41,-6.16,-0.41,-0.41,89.87,-19.03,-44.37,-71.63,-40.68,24.58,5.6,-28.36,21.29,-24.03,-76,-76.33,-12.49,24.39,-11.9,-50.93,75.47,-24.54,-4.13,-64.54,100,0
204,-10,0.6,-6.16,-0.6,-0.6,89.89,-18.66,-44.2,-69.99,-42.99,22.6,4.22,-27.82,21.87,-25.55,-75.96,-75.89,-13.14,25.65,-12.51,-49.86,74.04,-24.19,-4.29,-64.31,100,0
205,-12,0.79,-6.17,-0.79,-0.79,89.91,-18.3,-43.98,-68.33,-45.25,20.56,2.94,-27.2,22.43,-27.24,-75.98,-75.32,-13.81,26.97,-13.16,-48.82,72.74,-23.92,-4.45,-64.07,100,0
206,-13,0.98,-6.17,-0.98,-0.98,89.93,-17.97,-43.73,-66.66,-47.46,18.46,1.7,-26.47,22.98,-29.09,-76.03,-74.49,-14.4,28.12,-13.72,-47.79,71.53,-23.73,-4.61,-63.82,100,0
207,-13,1.18,-6.17,-1.18,-1.18,89.94,-17.65,-43.44,-64.98,-49.61,16.3,0.51,-25.62,23.51,-31.09,-76.11,-73.41,-14.9,29.09,-14.19,-46.8,70.45,-23.65,-4.77,-63.56,100,0
208,-14,1.36,-6.17,-1.36,-1.36,89.96,-17.35,-43.11,-63.31,-51.71,14.1,-0.64,-24.67,24.02,-33.23,-76.22,-72.09,-15.36,30,-14.63,-45.78,69.44,-23.66,-4.93,-63.29,100,0
209,-15,1.55,-6.17,-1.55,-1.55,89.97,-17.07,-42.76,-61.67,-53.75,11.84,-1.75,-23.63,24.52,-35.48,-76.36,-70.54,-15.8,30.85,-15.05,-44.6,68.3,-23.7,-5.1,-63.01,100,0
210,-16,1.74,-6.17,-1.74,-1.74,89.98,-16.81,-42.38,-60.05,-55.73,9.55,-2.81,-22.5,25,-37.84,-76.52,-68.79,-16.22,31.66,-15.44,-43.29,67.05,-23.76,-5.26,-62.72,100,0
211,-17,1.93,-6.17,-1.93,-1.93,89.98,-16.57,-41.97,-58.48,-57.64,7.22,-3.83,-21.3,25.46,-40.28,-76.71,-66.82,-16.61,32.43,-15.82,-41.86,65.68,-23.82,-5.43,-62.43,99.98,0
212,-17,2.11,-6.17,-2.11,-2.11,89.99,-16.35,-41.54,-56.95,-59.49,4.85,-4.81,-20.04,25.9,-42.8,-76.92,-64.67,-16.99,33.16,-16.17,-40.33,64.2,-23.87,-5.6,-62.13,99.77,0
213,-18,2.3,-6.18,-2.3,-2.3,89.99,-16.15,-41.09,-55.49,-61.26,2.46,-5.74,-18.72,26.33,-45.38,-77.16,-62.33,-17.3,33.76,-16.47,-38.69,62.57,-23.89,-5.77,-61.81,98.94,0
214,-19,2.48,-6.18,-2.48,-2.48,90,-15.98,-40.63,-54.11,-62.96,0.04,-6.63,-17.36,26.74,-48,-77.42,-59.83,-17.56,34.27,-16.71,-36.95,60.8,-23.85,-5.94,-61.49,96.98,0
215,-19,2.66,-6.18,-2.66,-2.66,90,-15.83,-40.15,-52.81,-64.59,-2.4,-7.47,-15.97,27.13,-50.66,-77.69,-57.16,-17.85,34.85,-16.99,-35.21,59.01,-23.8,-6.11,-61.17,93.44,0
216,-20,2.84,-6.18,-2.84,-2.84,90,-15.71,-39.66,-51.6,-66.14,-4.86,-8.28,-14.54,27.51,-53.32,-77.99,-54.34,-18.24,35.6,-17.36,-33.49,57.26,-23.77,-6.28,-60.83,88.02,0
217,-21,3.02,-6.18,-3.02,-3.02,90,-15.61,-39.16,-50.5,-67.6,-7.34,-9.04,-13.1,27.87,-55.99,-78.3,-51.39,-18.66,36.42,-17.76,-31.81,55.53,-23.73,-6.45,-60.49,80.66,0
218,-22,3.19,-6.18,-3.19,-3.19,90,-15.54,-38.66,-49.52,-68.99,-9.82,-9.76,-11.66,28.22,-58.64,-78.63,-48.31,-19.03,37.13,-18.11,-30.1,53.73,-23.63,-6.63,-60.14,71.55,0
219,-23,3.36,-6.18,-3.36,-3.36,90,-15.5,-38.16,-48.67,-70.29,-12.31,-10.44,-10.22,28.55,-61.26,-78.97,-45.11,-19.33,37.72,-18.39,-28.4,51.85,-23.45,-6.8,-59.78,61.13,0
220,-23,3.53,-6.18,-3.53,-3.53,89.99,-15.49,-37.66,-47.9,-71.5,-14.8,-11.07,-8.79,28.86,-63.84,-79.32,-41.8,-19.61,38.27,-18.66,-26.75,49.99,-23.24,-6.97,-59.42,50,0
221,-24,3.7,-6.18,-3.7,-3.7,89.96,-15.51,-37.16,-47.17,-72.61,-17.29,-11.67,-7.38,29.16,-66.36,-79.68,-38.41,-19.88,38.8,-18.92,-25.18,48.19,-23.01,-7.14,-59.04,38.87,0
222,-24,3.86,-6.18,-3.86,-3.86,89.91,-15.59,-36.67,-46.47,-73.64,-19.78,-12.22,-6.01,29.45,-68.81,-80.05,-34.93,-20.14,39.3,-19.16,-23.73,46.49,-22.77,-7.31,-58.67,28.45,0
223,-25,4.03,-6.18,-4.03,-4.03,89.85,-15.7,-36.19,-45.8,-74.57,-22.25,-12.73,-4.68,29.72,-71.16,-80.43,-31.37,-20.38,39.77,-19.39,-22.42,44.95,-22.53,-7.48,-58.28,19.34,0
224,-26,4.18,-6.18,-4.18,-4.18,89.77,-15.85,-35.72,-45.17,-75.4,-24.7,-13.19,-3.4,29.97,-73.42,-80.82,-27.76,-20.61,40.22,-19.61,-21.3,43.62,-22.32,-7.65,-57.89,11.98,0
225,-26,4.34,-6.18,-4.34,-4.34,89.67,-16.02,-35.27,-44.58,-76.12,-27.14,-13.62,-2.18,30.22,-75.55,-81.21,-24.09,-20.81,40.61,-19.8,-20.38,42.52,-22.14,-7.81,-57.47,6.56,0
226,-27,4.49,-6.18,-4.49,-4.49,89.57,-16.22,-34.84,-44.01,-76.74,-29.56,-14.01,-1.03,30.44,-77.55,-81.61,-20.39,-20.97,40.91,-19.95,-19.7,41.71,-22.01,-7.96,-56.99,3.02,0
227,-27,4.64,-6.18,-4.64,-4.64,89.46,-16.44,-34.43,-43.48,-77.26,-31.95,-14.35,0.04,30.65,-79.41,-82.01,-16.66,-21.12,41.22,-20.1,-19.32,41.3,-21.98,-8.08,-56.46,1.06,0
228,-27,4.78,-6.18,-4.78,-4.78,89.34,-16.66,-34.04,-42.97,-77.66,-34.31,-14.65,1.02,30.85,-81.1,-82.4,-12.91,-21.29,41.54,-20.25,-19.3,41.37,-22.07,-8.2,-55.88,0.23,0
229,-28,4.93,-6.17,-4.93,-4.93,89.21,-16.88,-33.68,-42.5,-77.96,-36.63,-14.92,1.9,31.03,-82.61,-82.8,-9.15,-21.45,41.86,-20.41,-19.46,41.69,-22.23,-8.3,-55.25,0.02,0
230,-28,5.06,-6.16,-5.06,-5.06,89.09,-17.11,-33.36,-42.05,-78.13,-38.92,-15.14,2.67,31.2,-83.93,-83.2,-5.4,-21.61,42.17,-20.56,-19.62,42.01,-22.38,-8.39,-54.59,0,0
231,-29,5.19,-6.15,-5.19,-5.19,88.95,-17.32,-33.06,-41.64,-78.19,-41.16,-15.32,3.32,31.36,-85.05,-83.59,-1.66,-21.77,42.48,-20.71,-19.78,42.32,-22.54,-8.47,-53.9,0,0
